FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Class
50.0,41.5,125.0,2036.39,65.0,-56.5,120.0,1
50.0,41.5,125.0,2036.39,65.0,-63.76,120.0,1
50.0,41.5,125.0,2036.39,65.0,-68.02,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.21,120.0,1
50.0,41.5,125.0,2036.39,65.0,-75.3,120.0,1
50.0,41.5,125.0,2036.39,65.0,-78.95,120.0,1
50.0,41.5,125.0,2036.39,65.0,-78.95,125.0,1
50.0,41.5,125.0,2036.39,65.0,-79.73,125.0,1
50.0,41.5,125.0,2036.39,65.0,-75.37,125.0,1
50.0,41.5,125.0,2036.39,65.0,-69.78,125.0,1
50.0,41.5,125.0,2036.39,65.0,-68.21,125.0,1
50.0,41.5,125.0,2036.39,65.0,-68.06,125.0,1
50.0,41.5,125.0,2036.39,65.0,-69.44,125.0,1
50.0,41.5,125.0,2036.39,68.0,-68.06,125.0,1
50.0,41.5,125.0,2036.39,68.0,-79.82,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,130.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,125.0,2036.39,37.5,-80.0,125.0,1
50.0,41.5,125.0,2036.39,68.0,-80.0,120.0,1
50.0,41.5,125.0,2036.39,37.5,-66.18,120.0,1
50.0,41.5,125.0,2036.39,40.5,-66.18,120.0,1
50.0,41.5,125.0,2036.39,37.5,-50.6,120.0,1
50.0,41.5,125.0,2036.39,40.5,-51.68,120.0,1
50.0,41.5,125.0,2036.39,40.5,-42.39,120.0,1
50.0,41.5,125.0,2036.39,40.5,-40.97,120.0,1
50.0,41.5,125.0,2036.39,40.5,-42.12,120.0,1
50.0,41.5,125.0,2036.39,43.5,-40.97,120.0,1
50.0,41.5,125.0,2036.39,43.5,-36.37,120.0,1
50.0,41.5,125.0,2036.39,43.5,-37.29,120.0,1
50.0,41.5,125.0,2036.39,43.5,-36.37,120.0,1
50.0,41.5,125.0,2036.39,43.5,-36.37,120.0,1
50.0,41.5,125.0,2036.39,49.5,-36.37,120.0,1
50.0,41.5,125.0,2036.39,43.5,-37.7,120.0,1
50.0,41.5,125.0,2036.39,49.5,-37.3,120.0,1
50.0,41.5,125.0,2036.39,49.5,-44.28,120.0,1
50.0,41.5,125.0,2036.39,65.0,-37.3,120.0,1
50.0,41.5,125.0,2036.39,65.0,-44.28,125.0,1
50.0,41.5,125.0,2036.39,65.0,-67.51,125.0,1
50.0,41.5,125.0,2036.39,65.0,-79.87,125.0,1
50.0,41.5,120.0,2036.39,65.0,-79.87,125.0,1
50.0,41.5,115.0,2036.39,65.0,-79.87,125.0,1
50.0,41.5,110.0,2036.39,65.0,-79.87,125.0,1
50.0,41.5,110.0,2036.39,65.0,-80.0,125.0,1
50.0,41.5,110.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,120.0,2036.39,68.0,-80.0,125.0,1
50.0,41.5,120.0,2036.39,65.0,-80.0,125.0,1
50.0,41.5,120.0,2036.39,65.0,-80.0,130.0,1
50.0,41.5,125.0,2036.39,65.0,-80.0,130.0,1
50.0,41.5,125.0,2036.39,65.0,-80.0,120.0,1
50.0,41.5,125.0,2036.39,37.5,-80.0,130.0,1
50.0,41.5,125.0,2036.39,37.5,-67.61,120.0,1
50.0,41.5,125.0,2036.39,37.5,-54.81,120.0,1
50.0,41.5,125.0,2036.39,37.5,-54.16,120.0,1
50.0,41.5,125.0,2036.39,37.5,-55.38,120.0,1
50.0,41.5,125.0,2036.39,40.5,-54.16,120.0,1
50.0,41.5,125.0,2036.39,40.5,-51.6,120.0,1
50.0,41.5,125.0,2036.39,40.5,-51.08,120.0,1
50.0,41.5,125.0,2036.39,43.5,-51.08,120.0,1
50.0,41.5,125.0,2036.39,40.5,-52.34,120.0,1
50.0,41.5,125.0,2036.39,43.5,-47.48,120.0,1
50.0,41.5,125.0,2036.39,46.5,-47.48,120.0,1
50.0,41.5,125.0,2036.39,43.5,-48.73,120.0,1
50.0,41.5,125.0,2036.39,46.5,-44.68,120.0,1
50.0,41.5,125.0,2036.39,46.5,-40.98,120.0,1
50.0,41.5,125.0,2036.39,46.5,-42.14,120.0,1
50.0,41.5,125.0,2036.39,49.5,-40.98,120.0,1
50.0,41.5,125.0,2036.39,49.5,-36.37,120.0,1
50.0,41.5,125.0,2036.39,65.0,-36.37,120.0,1
50.0,41.5,125.0,2036.39,49.5,-43.2,120.0,1
50.0,41.5,125.0,2036.39,65.0,-52.72,120.0,1
50.0,41.5,125.0,2036.39,65.0,-64.63,120.0,1
50.0,41.5,125.0,2036.39,65.0,-73.27,120.0,1
50.0,41.5,125.0,2036.39,65.0,-77.01,120.0,1
25.0,41.5,125.0,2036.39,65.0,-77.01,120.0,1
25.0,41.5,125.0,2036.39,65.0,-77.79,120.0,1
25.0,41.5,125.0,2036.39,65.0,-76.96,120.0,1
25.0,41.5,125.0,2036.39,65.0,-69.45,120.0,1
25.0,41.5,125.0,2036.39,65.0,-60.28,120.0,1
25.0,41.5,125.0,2036.39,65.0,-54.99,120.0,1
25.0,41.5,125.0,2036.39,65.0,-42.68,120.0,1
25.0,41.5,125.0,2036.39,65.0,-38.43,120.0,1
25.0,41.5,125.0,2036.39,65.0,-37.17,120.0,1
25.0,41.5,125.0,2036.39,65.0,-38.72,120.0,1
25.0,41.5,125.0,2036.39,65.0,-43.08,120.0,1
25.0,41.5,125.0,2036.39,65.0,-49.12,120.0,1
25.0,41.5,125.0,2036.39,65.0,-66.68,120.0,1
25.0,41.5,125.0,2036.39,65.0,-79.91,120.0,1
25.0,41.5,125.0,2036.39,65.0,-79.44,120.0,1
25.0,41.5,125.0,2036.39,37.5,-79.44,120.0,1
25.0,41.5,125.0,2036.39,65.0,-79.44,120.0,1
25.0,41.5,125.0,2036.39,65.0,-77.14,120.0,1
25.0,41.5,125.0,2036.39,37.5,-77.14,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-77.14,120.0,1
25.0,41.5,125.0,2036.39,65.0,-80.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-78.64,120.0,1
25.0,41.5,125.0,2036.39,65.0,-77.58,120.0,1
25.0,41.5,125.0,2036.39,65.0,-80.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-67.89,120.0,1
25.0,41.5,125.0,2036.39,37.5,-67.17,120.0,1
25.0,41.5,125.0,2036.39,37.5,-64.55,120.0,1
25.0,41.5,125.0,2036.39,37.5,-59.19,120.0,1
25.0,41.5,125.0,2036.39,37.5,-54.18,120.0,1
25.0,41.5,125.0,2036.39,37.5,-50.69,120.0,1
25.0,41.5,125.0,2036.39,37.5,-50.03,120.0,1
25.0,41.5,125.0,2036.39,40.5,-50.03,120.0,1
25.0,41.5,125.0,2036.39,37.5,-51.28,120.0,1
25.0,41.5,125.0,2036.39,40.5,-52.09,120.0,1
25.0,41.5,125.0,2036.39,40.5,-53.18,120.0,1
25.0,41.5,125.0,2036.39,43.5,-52.09,120.0,1
25.0,41.5,125.0,2036.39,43.5,-54.62,120.0,1
25.0,41.5,125.0,2036.39,43.5,-61.43,120.0,1
25.0,41.5,125.0,2036.39,43.5,-62.85,120.0,1
25.0,41.5,125.0,2036.39,46.5,-61.43,120.0,1
25.0,41.5,125.0,2036.39,46.5,-69.57,120.0,1
25.0,41.5,125.0,2036.39,46.5,-70.98,120.0,1
25.0,41.5,125.0,2036.39,49.5,-69.57,120.0,1
25.0,41.5,125.0,2036.39,49.5,-76.9,120.0,1
25.0,41.5,125.0,2036.39,49.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-76.9,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-79.36,120.0,1
25.0,41.5,125.0,2036.39,37.5,-77.08,120.0,1
25.0,41.5,125.0,2036.39,37.5,-64.38,120.0,1
25.0,41.5,125.0,2036.39,40.5,-64.38,120.0,1
25.0,41.5,125.0,2036.39,37.5,-65.4,120.0,1
25.0,41.5,125.0,2036.39,40.5,-59.5,120.0,1
25.0,41.5,125.0,2036.39,40.5,-57.39,120.0,1
25.0,41.5,125.0,2036.39,40.5,-58.65,120.0,1
25.0,41.5,125.0,2036.39,40.5,-59.98,120.0,1
25.0,41.5,125.0,2036.39,40.5,-61.34,120.0,1
25.0,41.5,125.0,2036.39,46.5,-59.98,120.0,1
25.0,41.5,125.0,2036.39,46.5,-65.43,120.0,1
25.0,41.5,125.0,2036.39,46.5,-66.87,120.0,1
25.0,41.5,125.0,2036.39,49.5,-65.43,120.0,1
25.0,41.5,125.0,2036.39,49.5,-71.62,120.0,1
25.0,41.5,125.0,2036.39,37.5,-71.62,120.0,1
25.0,41.5,125.0,2036.39,49.5,-66.33,120.0,1
25.0,41.5,125.0,2036.39,37.5,-62.57,120.0,1
25.0,41.5,125.0,2036.39,37.5,-62.0,120.0,1
25.0,41.5,125.0,2036.39,40.5,-62.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-63.25,120.0,1
25.0,41.5,125.0,2036.39,40.5,-64.54,120.0,1
25.0,41.5,125.0,2036.39,40.5,-67.1,120.0,1
25.0,41.5,125.0,2036.39,40.5,-68.55,120.0,1
25.0,41.5,125.0,2036.39,43.5,-67.1,120.0,1
25.0,41.5,125.0,2036.39,43.5,-72.81,120.0,1
25.0,41.5,125.0,2036.39,37.5,-72.81,120.0,1
25.0,41.5,125.0,2036.39,37.5,-70.4,120.0,1
25.0,41.5,125.0,2036.39,37.5,-73.26,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,43.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,46.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,49.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,65.0,-80.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-80.0,120.0,1
25.0,41.5,125.0,2036.39,37.5,-66.35,120.0,1
25.0,41.5,125.0,2036.39,37.5,-64.3,120.0,1
25.0,41.5,125.0,2036.39,40.5,-66.35,120.0,1
25.0,41.5,125.0,2036.39,40.5,-65.59,120.0,1
25.0,41.5,125.0,2036.39,40.5,-67.02,120.0,1
25.0,41.5,125.0,2036.39,40.5,-72.13,120.0,1
25.0,41.5,125.0,2036.39,43.5,-72.13,120.0,1
25.0,41.5,125.0,2036.39,40.5,-73.7,120.0,1
25.0,41.5,125.0,2036.39,43.5,-80.0,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-68.22,120.0,1
50.0,40.5,120.76,2296.3,65.0,-66.92,120.0,1
50.0,40.5,121.13,2296.3,65.0,-66.92,120.0,1
50.0,40.5,121.5,2296.3,65.0,-66.92,120.0,1
50.0,40.5,121.5,2296.3,65.0,-66.14,120.0,1
50.0,40.5,121.88,2296.3,65.0,-66.14,120.0,1
50.0,40.5,122.25,2296.3,65.0,-66.14,120.0,1
50.0,40.5,122.62,2296.3,65.0,-66.14,120.0,1
50.0,40.5,122.62,2296.3,65.0,-66.91,120.0,1
50.0,40.5,122.99,2296.3,65.0,-66.91,120.0,1
50.0,40.5,122.99,2296.3,65.0,-70.34,120.0,1
50.0,40.5,124.72,2296.3,65.0,-70.34,120.0,1
50.0,40.5,124.72,2296.3,65.0,-72.98,120.0,1
50.0,40.5,126.5,2296.3,65.0,-72.98,120.0,1
50.0,40.5,128.04,2296.3,65.0,-72.98,120.0,1
50.0,40.5,128.04,2296.3,65.0,-76.28,120.0,1
50.0,40.5,128.27,2296.3,65.0,-76.28,120.0,1
50.0,40.5,128.5,2296.3,65.0,-76.28,120.0,1
50.0,40.5,128.73,2296.3,65.0,-76.28,120.0,1
50.0,40.5,128.96,2296.3,65.0,-76.28,120.0,1
50.0,40.5,129.19,2296.3,65.0,-76.28,120.0,1
50.0,40.5,129.42,2296.3,65.0,-76.28,120.0,1
50.0,40.5,129.42,2296.3,65.0,-75.04,120.0,1
50.0,40.5,129.65,2296.3,65.0,-75.04,120.0,1
50.0,40.5,129.65,2296.3,65.0,-73.5,120.0,1
50.0,40.5,129.88,2296.3,65.0,-73.5,120.0,1
50.0,40.5,129.88,2296.3,65.0,-75.34,120.0,1
50.0,40.5,130.12,2296.3,65.0,-75.34,120.0,1
50.0,40.5,130.12,2296.3,65.0,-77.71,120.0,1
50.0,40.5,130.35,2296.3,65.0,-77.71,120.0,1
50.0,40.5,130.58,2296.3,65.0,-77.71,120.0,1
50.0,40.5,130.58,2296.3,65.0,-76.17,120.0,1
50.0,40.5,130.81,2296.3,65.0,-76.17,120.0,1
50.0,40.5,131.04,2296.3,65.0,-76.17,120.0,1
50.0,40.5,131.04,2296.3,65.0,-73.35,120.0,1
50.0,40.5,131.27,2296.3,65.0,-73.35,120.0,1
50.0,40.5,131.5,2296.3,65.0,-73.35,120.0,1
50.0,40.5,131.5,2296.3,65.0,-74.39,120.0,1
50.0,40.5,131.73,2296.3,65.0,-74.39,120.0,1
50.0,40.5,131.96,2296.3,65.0,-74.39,120.0,1
50.0,40.5,132.19,2296.3,65.0,-74.39,120.0,1
50.0,40.5,132.19,2296.3,65.0,-79.77,120.0,1
50.0,40.5,132.43,2296.3,65.0,-79.77,120.0,1
50.0,40.5,132.66,2296.3,65.0,-79.77,120.0,1
50.0,40.5,132.89,2296.3,65.0,-79.77,120.0,1
50.0,40.5,133.12,2296.3,65.0,-79.77,120.0,1
50.0,40.5,133.35,2296.3,65.0,-79.77,120.0,1
50.0,40.5,133.58,2296.3,65.0,-79.77,120.0,1
50.0,40.5,133.58,2296.3,65.0,-80.0,120.0,1
50.0,40.5,133.81,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.04,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.27,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.51,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.74,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.97,2296.3,65.0,-80.0,120.0,1
50.0,40.5,134.97,2296.3,62.0,-80.0,120.0,1
50.0,40.5,134.65,2296.3,62.0,-80.0,120.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.66,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.5,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.34,2296.3,62.0,-80.0,125.0,1
50.0,40.5,121.34,2296.3,59.0,-80.0,125.0,1
50.0,40.5,121.18,2296.3,59.0,-80.0,125.0,1
50.0,40.5,121.18,2296.3,59.0,-78.63,125.0,1
50.0,40.5,121.02,2296.3,59.0,-78.63,125.0,1
50.0,40.5,120.86,2296.3,59.0,-78.63,125.0,1
50.0,40.5,120.86,2296.3,59.0,-73.6,125.0,1
50.0,40.5,120.7,2296.3,59.0,-73.6,125.0,1
50.0,40.5,120.7,2296.3,59.0,-67.48,125.0,1
50.0,40.5,120.54,2296.3,59.0,-67.48,125.0,1
50.0,40.5,120.54,2296.3,59.0,-64.17,125.0,1
50.0,40.5,120.38,2296.3,59.0,-64.17,125.0,1
50.0,40.5,120.38,2296.3,59.0,-56.55,125.0,1
50.0,40.5,120.38,2296.3,59.0,-49.49,125.0,1
50.0,40.5,120.38,2296.3,59.0,-45.36,125.0,1
50.0,40.5,120.22,2296.3,59.0,-45.36,125.0,1
50.0,40.5,120.22,2296.3,59.0,-44.92,125.0,1
50.0,40.5,120.22,2296.3,63.0,-44.92,125.0,1
50.0,40.5,120.22,2296.3,63.0,-46.71,125.0,1
50.0,40.5,120.06,2296.3,63.0,-46.71,125.0,1
50.0,40.5,120.06,2296.3,63.0,-58.47,125.0,1
50.0,40.5,120.06,2296.3,63.0,-60.36,125.0,1
50.0,40.5,119.78,2296.3,63.0,-60.36,125.0,1
50.0,40.5,119.78,2296.3,63.0,-59.81,125.0,1
50.0,40.5,119.43,2296.3,63.0,-59.81,125.0,1
50.0,40.5,119.09,2296.3,63.0,-59.81,125.0,1
50.0,40.5,119.09,2296.3,63.0,-50.21,125.0,1
50.0,40.5,119.09,2296.3,63.0,-48.94,125.0,1
50.0,40.5,118.75,2296.3,63.0,-48.94,125.0,1
50.0,40.5,118.75,2296.3,63.0,-50.01,125.0,1
50.0,40.5,118.4,2296.3,63.0,-50.01,125.0,1
50.0,40.5,118.06,2296.3,63.0,-50.01,125.0,1
50.0,40.5,118.06,2296.3,63.0,-48.97,125.0,1
50.0,40.5,117.72,2296.3,63.0,-48.97,125.0,1
50.0,40.5,117.38,2296.3,63.0,-48.97,125.0,1
50.0,40.5,117.38,2296.3,63.0,-44.05,125.0,1
50.0,40.5,117.03,2296.3,63.0,-44.05,125.0,1
50.0,40.5,116.69,2296.3,63.0,-44.05,125.0,1
50.0,40.5,116.69,2296.3,63.0,-39.39,125.0,1
50.0,40.5,116.35,2296.3,63.0,-39.39,125.0,1
50.0,40.5,116.0,2296.3,63.0,-39.39,125.0,1
50.0,40.5,115.66,2296.3,63.0,-39.39,125.0,1
50.0,40.5,115.66,2296.3,63.0,-38.38,125.0,1
50.0,40.5,115.32,2296.3,63.0,-38.38,125.0,1
50.0,40.5,115.32,2296.3,63.0,-36.37,125.0,1
50.0,40.5,115.03,2296.3,63.0,-36.37,125.0,1
50.0,40.5,115.47,2296.3,63.0,-36.37,125.0,1
50.0,40.5,115.91,2296.3,63.0,-36.37,125.0,1
50.0,40.5,116.36,2296.3,63.0,-36.37,125.0,1
50.0,40.5,116.8,2296.3,63.0,-36.37,125.0,1
50.0,40.5,117.24,2296.3,63.0,-36.37,125.0,1
50.0,40.5,117.68,2296.3,63.0,-36.37,125.0,1
50.0,40.5,118.12,2296.3,63.0,-36.37,125.0,1
50.0,40.5,118.56,2296.3,63.0,-36.37,125.0,1
50.0,40.5,119.01,2296.3,63.0,-36.37,125.0,1
50.0,40.5,119.45,2296.3,63.0,-36.37,125.0,1
50.0,40.5,119.89,2296.3,63.0,-36.37,125.0,1
50.0,40.5,120.33,2296.3,63.0,-36.37,125.0,1
50.0,40.5,120.77,2296.3,63.0,-36.37,125.0,1
50.0,40.5,121.22,2296.3,63.0,-36.37,125.0,1
50.0,40.5,121.66,2296.3,63.0,-36.37,125.0,1
50.0,40.5,122.1,2296.3,63.0,-36.37,125.0,1
50.0,40.5,122.54,2296.3,63.0,-36.37,125.0,1
50.0,40.5,122.54,2296.3,63.0,-36.88,125.0,1
50.0,40.5,122.98,2296.3,63.0,-36.88,125.0,1
50.0,40.5,122.98,2296.3,63.0,-41.09,125.0,1
50.0,40.5,123.42,2296.3,63.0,-41.09,125.0,1
50.0,40.5,123.87,2296.3,63.0,-41.09,125.0,1
50.0,40.5,123.87,2296.3,63.0,-51.88,125.0,1
50.0,40.5,124.31,2296.3,63.0,-51.88,125.0,1
50.0,40.5,124.31,2296.3,63.0,-58.47,125.0,1
50.0,40.5,124.75,2296.3,63.0,-58.47,125.0,1
50.0,40.5,124.75,2296.3,63.0,-59.28,125.0,1
50.0,40.5,125.19,2296.3,63.0,-59.28,125.0,1
50.0,40.5,125.19,2296.3,63.0,-58.01,125.0,1
50.0,40.5,125.63,2296.3,63.0,-58.01,125.0,1
50.0,40.5,126.08,2296.3,63.0,-58.01,125.0,1
50.0,40.5,126.08,2296.3,63.0,-51.73,125.0,1
50.0,40.5,126.52,2296.3,63.0,-51.73,125.0,1
50.0,40.5,126.96,2296.3,63.0,-51.73,125.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,84.88,2038.55,63.0,-45.0,120.0,1
50.0,41.5,122.26,2038.55,63.0,-45.0,120.0,1
50.0,41.5,122.26,2038.55,63.0,-46.27,120.0,1
50.0,41.5,122.26,2038.55,65.0,-45.0,120.0,1
50.0,41.5,122.3,2038.55,65.0,-46.27,120.0,1
50.0,41.5,122.3,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.33,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.36,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.4,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.43,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.46,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.5,2038.55,65.0,-79.73,120.0,1
50.0,41.5,122.5,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.53,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.56,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.6,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.63,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.66,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.7,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.73,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.76,2038.55,65.0,-79.73,125.0,1
50.0,41.5,122.76,2038.55,65.0,-79.45,125.0,1
50.0,41.5,122.8,2038.55,65.0,-79.45,125.0,1
50.0,41.5,122.8,2038.55,65.0,-75.5,125.0,1
50.0,41.5,122.8,2038.55,65.0,-71.62,125.0,1
50.0,41.5,122.83,2038.55,65.0,-71.62,125.0,1
50.0,41.5,122.83,2038.55,65.0,-66.54,125.0,1
50.0,41.5,122.83,2038.55,65.0,-64.96,125.0,1
50.0,41.5,122.86,2038.55,65.0,-64.96,125.0,1
50.0,41.5,122.86,2038.55,65.0,-63.9,125.0,1
50.0,41.5,122.9,2038.55,65.0,-63.9,125.0,1
50.0,41.5,122.93,2038.55,65.0,-63.9,125.0,1
50.0,41.5,122.93,2038.55,65.0,-64.94,125.0,1
50.0,41.5,122.93,2038.55,65.0,-65.71,125.0,1
50.0,41.5,122.96,2038.55,65.0,-65.71,125.0,1
50.0,41.5,123.0,2038.55,65.0,-65.71,125.0,1
50.0,41.5,123.0,2038.55,65.0,-64.41,125.0,1
50.0,41.5,123.03,2038.55,65.0,-64.41,125.0,1
50.0,41.5,123.06,2038.55,65.0,-64.41,125.0,1
50.0,41.5,123.1,2038.55,65.0,-64.41,125.0,1
50.0,41.5,123.1,2038.55,65.0,-56.32,125.0,1
50.0,41.5,123.13,2038.55,65.0,-56.32,125.0,1
50.0,41.5,123.13,2038.55,65.0,-54.8,125.0,1
50.0,41.5,123.16,2038.55,65.0,-54.8,125.0,1
50.0,41.5,123.2,2038.55,65.0,-54.8,125.0,1
50.0,41.5,123.23,2038.55,65.0,-54.8,125.0,1
50.0,41.5,123.23,2038.55,65.0,-53.23,125.0,1
50.0,41.5,123.26,2038.55,65.0,-53.23,125.0,1
50.0,41.5,123.3,2038.55,65.0,-53.23,125.0,1
50.0,41.5,123.3,2038.55,65.0,-50.68,125.0,1
50.0,41.5,123.3,2038.55,65.0,-51.74,125.0,1
50.0,41.5,123.33,2038.55,65.0,-51.74,125.0,1
50.0,41.5,123.33,2038.55,65.0,-56.08,125.0,1
50.0,41.5,123.33,2038.55,67.0,-56.08,125.0,1
50.0,41.5,123.33,2038.55,65.0,-57.0,125.0,1
50.0,41.5,123.37,2038.55,67.0,-57.0,125.0,1
50.0,41.5,123.37,2038.55,67.0,-66.6,125.0,1
50.0,41.5,123.37,2038.55,67.0,-70.97,125.0,1
50.0,41.5,123.4,2038.55,67.0,-70.97,125.0,1
50.0,41.5,123.4,2038.55,67.0,-71.77,125.0,1
50.0,41.5,123.43,2038.55,67.0,-71.77,125.0,1
50.0,41.5,123.43,2038.55,67.0,-70.72,125.0,1
50.0,41.5,123.47,2038.55,67.0,-70.72,125.0,1
50.0,41.5,123.5,2038.55,67.0,-70.72,125.0,1
50.0,41.5,123.5,2038.55,67.0,-59.62,125.0,1
50.0,41.5,123.53,2038.55,67.0,-59.62,125.0,1
50.0,41.5,123.53,2038.55,67.0,-58.34,125.0,1
50.0,41.5,123.57,2038.55,67.0,-58.34,125.0,1
50.0,41.5,123.57,2038.55,67.0,-59.66,125.0,1
50.0,41.5,123.6,2038.55,67.0,-59.66,125.0,1
50.0,41.5,123.63,2038.55,67.0,-59.66,125.0,1
50.0,41.5,123.63,2038.55,67.0,-64.6,125.0,1
50.0,41.5,123.67,2038.55,67.0,-64.6,125.0,1
50.0,41.5,123.7,2038.55,67.0,-64.6,125.0,1
50.0,41.5,123.7,2038.55,67.0,-64.07,125.0,1
50.0,41.5,123.73,2038.55,67.0,-64.07,125.0,1
50.0,41.5,123.73,2038.55,67.0,-62.8,125.0,1
50.0,41.5,123.77,2038.55,67.0,-62.8,125.0,1
50.0,41.5,123.8,2038.55,67.0,-62.8,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.83,2038.55,67.0,-64.06,125.0,1
50.0,41.5,123.83,2038.55,67.0,-63.01,125.0,1
50.0,41.5,123.87,2038.55,67.0,-63.01,125.0,1
50.0,41.5,123.9,2038.55,67.0,-63.01,125.0,1
50.0,41.5,123.93,2038.55,67.0,-63.01,125.0,1
50.0,41.5,123.97,2038.55,67.0,-63.01,125.0,1
50.0,41.5,123.97,2038.55,67.0,-57.57,125.0,1
